,key,class,expire_time_gmt,obs_id,obs_name,valid_time_gmt,day_ind,temp,wx_icon,icon_extd,wx_phrase,pressure_tend,pressure_desc,dewPt,heat_index,rh,pressure,vis,wc,wdir,wdir_cardinal,gust,wspd,max_temp,min_temp,precip_total,precip_hrly,snow_hrly,uv_desc,feels_like,uv_index,qualifier,qualifier_svrty,blunt_phrase,terse_phrase,clds,water_temp,primary_wave_period,primary_wave_height,primary_swell_period,primary_swell_height,primary_swell_direction,secondary_swell_period,secondary_swell_height,secondary_swell_direction,time
0,KNYC,observation,1483257060,KNYC,Nyc/Central Park,1483249860,N,44,26,2600,Cloudy,2,Falling,25,44,47,29.74,10,44,,VAR,,3,,,,0,,Low,44,0,,,,,OVC,,,,,,,,,,2017-01-01 00:51:00
1,KNYC,observation,1483260660,KNYC,Nyc/Central Park,1483253460,N,44,26,2600,Cloudy,,,26,44,49,29.75,10,42,260,W,23,5,,,,0.0,,Low,42,0,,,,,OVC,,,,,,,,,,2017-01-01 01:51:00
2,KNYC,observation,1483264260,KNYC,Nyc/Central Park,1483257060,N,45,26,2600,Cloudy,,,25,45,46,29.76,10,,,,,,,,,0,,Low,,0,,,,,OVC,,,,,,,,,,2017-01-01 02:51:00
3,KNYC,observation,1483267860,KNYC,Nyc/Central Park,1483260660,N,44,29,2900,Partly Cloudy,1,Rising Rapidly,25,44,47,29.78,10,39,250,WSW,18,10,,,,0,,Low,39,0,,,,,FEW,,,,,,,,,,2017-01-01 03:51:00
4,KNYC,observation,1483271460,KNYC,Nyc/Central Park,1483264260,N,45,27,2700,Mostly Cloudy,,,24,45,44,29.8,10,41,250,WSW,,7,,,,0,,Low,41,0,,,,,BKN,,,,,,,,,,2017-01-01 04:51:00
5,KNYC,observation,1483275060,KNYC,Nyc/Central Park,1483267860,N,44,33,3300,Fair,,,25,44,47,29.84,10,44,,VAR,,3,,,,0,,Low,44,0,,,,,CLR,,,,,,,,,,2017-01-01 05:51:00
6,KNYC,observation,1483278660,KNYC,Nyc/Central Park,1483271460,D,44,34,3400,Fair,1,Rising Rapidly,25,44,47,29.87,10,,,,,,,,,0,,Low,,0,,,,,CLR,,,,,,,,,,2017-01-01 06:51:00
7,KNYC,observation,1483282260,KNYC,Nyc/Central Park,1483275060,D,44,34,3400,Fair,,,26,44,49,29.9,10,40,260,W,,8,,,,0,,Low,40,1,,,,,CLR,,,,,,,,,,2017-01-01 07:51:00
8,KNYC,observation,1483285860,KNYC,Nyc/Central Park,1483278660,D,44,34,3400,Fair,,,26,44,49,29.94,10,41,,VAR,18,6,,,,0,,Low,41,1,,,,,CLR,,,,,,,,,,2017-01-01 08:51:00
9,KNYC,observation,1483289460,KNYC,Nyc/Central Park,1483282260,D,46,30,3000,Partly Cloudy,1,Rising Rapidly,28,46,50,29.99,10,41,300,WNW,20,9,,,,0,,Low,41,1,,,,,SCT,,,,,,,,,,2017-01-01 09:51:00
10,KNYC,observation,1483293060,KNYC,Nyc/Central Park,1483285860,D,45,34,3400,Fair,,,23,45,42,30.01,10,39,310,NW,18,12,,,,0,,Low,39,2,,,,,CLR,,,,,,,,,,2017-01-01 10:51:00
11,KNYC,observation,1483296660,KNYC,Nyc/Central Park,1483289460,D,46,34,3400,Fair,,,23,46,40,30.02,10,,,,,,,,,0,,Low,,2,,,,,CLR,,,,,,,,,,2017-01-01 11:51:00
12,KNYC,observation,1483300260,KNYC,Nyc/Central Park,1483293060,D,47,34,3400,Fair,1,Rising,22,47,37,30.03,10,,,,,,,,,0,,Low,,2,,,,,CLR,,,,,,,,,,2017-01-01 12:51:00
13,KNYC,observation,1483303860,KNYC,Nyc/Central Park,1483296660,D,47,34,3400,Fair,,,20,47,34,30.04,10,45,,VAR,,5,,,,0,,Low,45,1,,,,,CLR,,,,,,,,,,2017-01-01 13:51:00
14,KNYC,observation,1483307460,KNYC,Nyc/Central Park,1483300260,D,47,34,3400,Fair,,,18,47,32,30.07,10,45,,VAR,,5,,,,0,,Low,45,1,,,,,CLR,,,,,,,,,,2017-01-01 14:51:00
15,KNYC,observation,1483311060,KNYC,Nyc/Central Park,1483303860,D,47,34,3400,Fair,1,Rising Rapidly,18,47,32,30.11,10,44,260,W,,6,,,,0,,Low,44,1,,,,,CLR,,,,,,,,,,2017-01-01 15:51:00
16,KNYC,observation,1483314660,KNYC,Nyc/Central Park,1483307460,N,46,33,3300,Fair,,,17,46,31,30.15,10,46,,CALM,,0,,,,0,,Low,46,0,,,,,CLR,,,,,,,,,,2017-01-01 16:51:00
17,KNYC,observation,1483318260,KNYC,Nyc/Central Park,1483311060,N,45,33,3300,Fair,,,16,45,31,30.17,10,45,,CALM,,0,,,,0,,Low,45,0,,,,,CLR,,,,,,,,,,2017-01-01 17:51:00
18,KNYC,observation,1483321860,KNYC,Nyc/Central Park,1483314660,N,43,33,3300,Fair,1,Rising,19,43,38,30.2,10,43,60,ENE,,3,,,,0,,Low,43,0,,,,,CLR,,,,,,,,,,2017-01-01 18:51:00
19,KNYC,observation,1483325460,KNYC,Nyc/Central Park,1483318260,N,41,26,2600,Cloudy,,,20,41,43,30.23,10,38,60,ENE,,5,,,,0,,Low,38,0,,,,,CLR,,,,,,,,,,2017-01-01 19:51:00
20,KNYC,observation,1483329060,KNYC,Nyc/Central Park,1483321860,N,42,33,3300,Fair,,,18,42,38,30.25,10,38,50,NE,,6,,,,0,,Low,38,0,,,,,CLR,,,,,,,,,,2017-01-01 20:51:00
21,KNYC,observation,1483332660,KNYC,Nyc/Central Park,1483325460,N,42,33,3300,Fair,1,Rising,18,42,38,30.28,10,39,50,NE,,5,,,,0,,Low,39,0,,,,,CLR,,,,,,,,,,2017-01-01 21:51:00
22,KNYC,observation,1483336260,KNYC,Nyc/Central Park,1483329060,N,41,26,2600,Cloudy,,,19,41,41,30.29,10,38,60,ENE,,5,,,,0,,Low,38,0,,,,,CLR,,,,,,,,,,2017-01-01 22:51:00
23,KNYC,observation,1483339860,KNYC,Nyc/Central Park,1483332660,N,41,26,2600,Cloudy,,,20,41,43,30.27,10,36,60,ENE,,8,48,40,,0,,Low,36,0,,,,,CLR,,,,,,,,,,2017-01-01 23:51:00
0,KNYC,observation,1483343460,KNYC,Nyc/Central Park,1483336260,N,40,33,3300,Fair,2,Falling Rapidly,23,40,51,30.28,10,34,60,ENE,,8,,,,0,,Low,34,0,,,,,CLR,,,,,,,,,,2017-01-02 00:51:00
1,KNYC,observation,1483347060,KNYC,Nyc/Central Park,1483339860,N,38,26,2600,Cloudy,,,28,38,68,30.29,10,31,70,ENE,,9,,,,0,,Low,31,0,,,,,CLR,,,,,,,,,,2017-01-02 01:51:00
2,KNYC,observation,1483350660,KNYC,Nyc/Central Park,1483343460,N,38,33,3300,Fair,,,27,38,65,30.29,10,33,,VAR,,6,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,,2017-01-02 02:51:00
3,KNYC,observation,1483354260,KNYC,Nyc/Central Park,1483347060,N,39,33,3300,Fair,1,Rising,24,39,55,30.3,10,34,90,E,,7,,,,0,,Low,34,0,,,,,CLR,,,,,,,,,,2017-01-02 03:51:00
4,KNYC,observation,1483357860,KNYC,Nyc/Central Park,1483350660,N,38,26,2600,Cloudy,,,25,38,60,30.32,10,33,50,NE,,7,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,,2017-01-02 04:51:00
5,KNYC,observation,1483361460,KNYC,Nyc/Central Park,1483354260,N,38,33,3300,Fair,,,24,38,57,30.32,10,33,60,ENE,,7,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,,2017-01-02 05:51:00
6,KNYC,observation,1483365060,KNYC,Nyc/Central Park,1483357860,D,39,28,2800,Mostly Cloudy,1,Rising,24,39,55,30.32,10,34,,VAR,,7,,,,0,,Low,34,0,,,,,BKN,,,,,,,,,,2017-01-02 06:51:00
7,KNYC,observation,1483368660,KNYC,Nyc/Central Park,1483361460,D,37,7,720,Wintry Mix,,,30,37,76,30.34,10,32,70,ENE,,7,,,,0.01,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-02 07:51:00
8,KNYC,observation,1483372260,KNYC,Nyc/Central Park,1483365060,D,37,7,720,Wintry Mix,,,33,37,86,30.34,7,33,,VAR,,5,,,,0.02,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-02 08:51:00
9,KNYC,observation,1483375860,KNYC,Nyc/Central Park,1483368660,D,39,26,2600,Cloudy,1,Rising,34,39,82,30.35,10,33,70,ENE,,9,,,,0.01,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-02 09:51:00
10,KNYC,observation,1483379460,KNYC,Nyc/Central Park,1483372260,D,40,11,1201,Light Rain,,,34,40,79,30.34,10,34,70,ENE,,8,,,,0.0,,Low,34,1,,,,,OVC,,,,,,,,,,2017-01-02 10:51:00
11,KNYC,observation,1483383060,KNYC,Nyc/Central Park,1483375860,D,39,11,1201,Light Rain,,,34,39,82,30.3,10,33,90,E,,9,,,,0.0,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-02 11:51:00
12,KNYC,observation,1483386660,KNYC,Nyc/Central Park,1483379460,D,39,11,1201,Light Rain,2,Falling Rapidly,36,39,89,30.28,7,32,80,E,17,10,,,,0.01,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-02 12:51:00
13,KNYC,observation,1483390260,KNYC,Nyc/Central Park,1483383060,D,39,11,1201,Light Rain,,,36,39,89,30.25,5,33,80,E,,9,,,,0.02,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-02 13:51:00
14,KNYC,observation,1483391940,KNYC,Nyc/Central Park,1483384740,D,39,11,1201,Light Rain,,,37,39,93,30.25,5,32,80,E,,12,,,,0.01,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-02 14:19:00
15,KNYC,observation,1483393560,KNYC,Nyc/Central Park,1483386360,D,39,11,1201,Light Rain,,,37,39,93,30.25,5,32,70,ENE,16,10,,,,0.02,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-02 14:46:00
16,KNYC,observation,1483393860,KNYC,Nyc/Central Park,1483386660,D,39,11,1201,Light Rain,,,37,39,93,30.25,5,32,70,ENE,,10,,,,0.02,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-02 14:51:00
17,KNYC,observation,1483394520,KNYC,Nyc/Central Park,1483387320,D,39,11,1201,Light Rain,,,37,39,93,30.26,5,33,70,ENE,,8,,,,0.01,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-02 15:02:00
18,KNYC,observation,1483396680,KNYC,Nyc/Central Park,1483389480,D,39,26,2600,Cloudy,,,37,39,93,30.25,9,32,80,E,,10,,,,0.02,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-02 15:38:00
19,KNYC,observation,1483397460,KNYC,Nyc/Central Park,1483390260,D,40,26,2600,Cloudy,1,Rising Rapidly,37,40,89,30.26,7,34,50,NE,17,9,,,,0.02,,Low,34,1,,,,,OVC,,,,,,,,,,2017-01-02 15:51:00
20,KNYC,observation,1483401060,KNYC,Nyc/Central Park,1483393860,N,39,11,1201,Light Rain,,,37,39,93,30.24,4,33,80,E,,8,,,,0.02,,Low,33,0,,,,,OVC,,,,,,,,,,2017-01-02 16:51:00
21,KNYC,observation,1483404660,KNYC,Nyc/Central Park,1483397460,N,39,11,1201,Light Rain,,,37,39,93,30.23,3,32,70,ENE,,12,,,,0.02,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-02 17:51:00
22,KNYC,observation,1483406700,KNYC,Nyc/Central Park,1483399500,N,39,11,1201,Light Rain,,,38,39,96,30.23,2,32,60,ENE,,10,,,,0.02,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-02 18:25:00
23,KNYC,observation,1483407240,KNYC,Nyc/Central Park,1483400040,N,39,11,1201,Light Rain,,,38,39,96,30.22,3,33,70,ENE,,9,,,,0.02,,Low,33,0,,,,,OVC,,,,,,,,,,2017-01-02 18:34:00
24,KNYC,observation,1483408260,KNYC,Nyc/Central Park,1483401060,N,39,26,2600,Cloudy,2,Falling,38,39,96,30.22,4,31,60,ENE,20,13,,,,0.03,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-02 18:51:00
25,KNYC,observation,1483411860,KNYC,Nyc/Central Park,1483404660,N,39,26,2600,Cloudy,,,38,39,96,30.21,6,31,70,ENE,21,13,,,,0,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-02 19:51:00
26,KNYC,observation,1483415460,KNYC,Nyc/Central Park,1483408260,N,39,26,2600,Cloudy,,,38,39,96,30.16,6,31,70,ENE,23,15,,,,0,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-02 20:51:00
27,KNYC,observation,1483419060,KNYC,Nyc/Central Park,1483411860,N,39,26,2600,Cloudy,2,Falling Rapidly,38,39,96,30.15,5,32,70,ENE,22,12,,,,0,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-02 21:51:00
28,KNYC,observation,1483422660,KNYC,Nyc/Central Park,1483415460,N,39,26,2600,Cloudy,,,38,39,96,30.16,5,33,70,ENE,,8,,,,0,,Low,33,0,,,,,OVC,,,,,,,,,,2017-01-02 22:51:00
29,KNYC,observation,1483426260,KNYC,Nyc/Central Park,1483419060,N,39,11,1201,Light Rain,,,37,39,93,30.11,2,32,70,ENE,20,10,41,37,,0.02,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-02 23:51:00
0,KNYC,observation,1483427040,KNYC,Nyc/Central Park,1483419840,N,39,11,1201,Light Rain,,,38,39,96,30.1,3,31,60,ENE,18,14,,,,0.01,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-03 00:04:00
1,KNYC,observation,1483429860,KNYC,Nyc/Central Park,1483422660,N,39,11,1201,Light Rain,2,Falling Rapidly,38,39,96,30.07,3,31,70,ENE,20,13,,,,0.03,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-03 00:51:00
2,KNYC,observation,1483430460,KNYC,Nyc/Central Park,1483423260,N,39,11,1201,Light Rain,,,38,39,96,30.07,2,31,70,ENE,21,15,,,,0.01,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-03 01:01:00
3,KNYC,observation,1483433460,KNYC,Nyc/Central Park,1483426260,N,39,11,1201,Light Rain,,,38,39,96,30.07,2,32,60,ENE,,10,,,,0.04,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-03 01:51:00
4,KNYC,observation,1483435080,KNYC,Nyc/Central Park,1483427880,N,39,11,1201,Light Rain,,,38,39,96,30.05,3,33,70,ENE,18,9,,,,0.02,,Low,33,0,,,,,OVC,,,,,,,,,,2017-01-03 02:18:00
5,KNYC,observation,1483437060,KNYC,Nyc/Central Park,1483429860,N,39,26,2600,Cloudy,,,38,39,96,30.04,4,31,60,ENE,18,13,,,,0.02,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-03 02:51:00
6,KNYC,observation,1483440660,KNYC,Nyc/Central Park,1483433460,N,39,26,2600,Cloudy,2,Falling Rapidly,38,39,96,30.01,6,33,70,ENE,17,8,,,,0.01,,Low,33,0,,,,,OVC,,,,,,,,,,2017-01-03 03:51:00
7,KNYC,observation,1483444260,KNYC,Nyc/Central Park,1483437060,N,39,26,2600,Cloudy,,,38,39,96,29.98,4,33,70,ENE,21,9,,,,0.0,,Low,33,0,,,,,OVC,,,,,,,,,,2017-01-03 04:51:00
8,KNYC,observation,1483447860,KNYC,Nyc/Central Park,1483440660,N,39,26,2600,Cloudy,,,38,39,96,29.96,5,32,80,E,22,10,,,,0.0,,Low,32,0,,,,,OVC,,,,,,,,,,2017-01-03 05:51:00
9,KNYC,observation,1483451460,KNYC,Nyc/Central Park,1483444260,D,39,26,2600,Cloudy,2,Falling Rapidly,38,39,96,29.92,10,31,70,ENE,23,13,,,0.3,0.0,,Low,31,0,,,,,OVC,,,,,,,,,,2017-01-03 06:51:00
10,KNYC,observation,1483455060,KNYC,Nyc/Central Park,1483447860,D,39,26,2600,Cloudy,,,39,39,100,29.89,5,32,80,E,22,12,,,,0.0,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-03 07:51:00
11,KNYC,observation,1483456680,KNYC,Nyc/Central Park,1483449480,D,40,26,2600,Cloudy,,,39,40,97,29.88,4,33,60,ENE,25,13,,,,0.0,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-03 08:18:00
12,KNYC,observation,1483458660,KNYC,Nyc/Central Park,1483451460,D,40,20,2000,Fog,,,39,40,97,29.86,2,32,60,ENE,29,14,,,,0.0,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-03 08:51:00
13,KNYC,observation,1483462260,KNYC,Nyc/Central Park,1483455060,D,40,20,2000,Fog,2,Falling,39,40,97,29.84,2,32,60,ENE,23,15,,,,0.0,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-03 09:51:00
14,KNYC,observation,1483464300,KNYC,Nyc/Central Park,1483457100,D,40,11,1201,Light Rain,,,40,40,100,29.82,3,33,70,ENE,20,12,,,,0.0,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-03 10:25:00
15,KNYC,observation,1483465860,KNYC,Nyc/Central Park,1483458660,D,40,11,1201,Light Rain,,,40,40,100,29.8,3,31,80,E,29,17,,,,0.01,,Low,31,1,,,,,OVC,,,,,,,,,,2017-01-03 10:51:00
16,KNYC,observation,1483466400,KNYC,Nyc/Central Park,1483459200,D,40,11,1201,Light Rain,,,40,40,100,29.78,2,33,60,ENE,29,13,,,,0.0,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-03 11:00:00
17,KNYC,observation,1483467480,KNYC,Nyc/Central Park,1483460280,D,40,11,1201,Light Rain,,,40,40,100,29.75,3,32,70,ENE,24,15,,,,0.02,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-03 11:18:00
18,KNYC,observation,1483469460,KNYC,Nyc/Central Park,1483462260,D,41,11,1201,Light Rain,,,40,41,96,29.71,4,33,70,ENE,29,16,,,,0.04,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-03 11:51:00
19,KNYC,observation,1483472460,KNYC,Nyc/Central Park,1483465260,D,41,12,1200,Rain,,,41,41,100,29.66,2,33,80,E,28,16,,,,0.05,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-03 12:41:00
20,KNYC,observation,1483473060,KNYC,Nyc/Central Park,1483465860,D,41,12,1200,Rain,2,Falling Rapidly,41,41,100,29.65,2,33,70,ENE,25,14,,,,0.07,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-03 12:51:00
21,KNYC,observation,1483473960,KNYC,Nyc/Central Park,1483466760,D,41,11,1201,Light Rain,,,41,41,100,29.63,3,34,70,ENE,25,13,,,,0.02,,Low,34,1,,,,,OVC,,,,,,,,,,2017-01-03 13:06:00
22,KNYC,observation,1483476180,KNYC,Nyc/Central Park,1483468980,D,41,12,1200,Rain,,,41,41,100,29.59,2,33,70,ENE,24,15,,,,0.06,,Low,33,1,,,,,OVC,,,,,,,,,,2017-01-03 13:43:00
23,KNYC,observation,1483476660,KNYC,Nyc/Central Park,1483469460,D,41,12,1200,Rain,,,41,41,100,29.57,2,32,70,ENE,28,17,,,,0.08,,Low,32,1,,,,,OVC,,,,,,,,,,2017-01-03 13:51:00
24,KNYC,observation,1483477500,KNYC,Nyc/Central Park,1483470300,D,41,11,1201,Light Rain,,,41,41,100,29.56,4,34,70,ENE,30,13,,,,0.01,,Low,34,1,,,,,OVC,,,,,,,,,,2017-01-03 14:05:00
25,KNYC,observation,1483479420,KNYC,Nyc/Central Park,1483472220,D,42,11,1201,Light Rain,,,41,42,96,29.55,2,34,70,ENE,26,16,,,,0.03,,Low,34,1,,,,,OVC,,,,,,,,,,2017-01-03 14:37:00
26,KNYC,observation,1483480260,KNYC,Nyc/Central Park,1483473060,D,42,11,1201,Light Rain,,,41,42,96,29.54,3,34,70,ENE,25,16,,,,0.03,,Low,34,1,,,,,OVC,,,,,,,,,,2017-01-03 14:51:00
27,KNYC,observation,1483481460,KNYC,Nyc/Central Park,1483474260,D,42,11,1201,Light Rain,,,41,42,96,29.53,2,34,70,ENE,25,17,,,,0.01,,Low,34,1,,,,,OVC,,,,,,,,,,2017-01-03 15:11:00
28,KNYC,observation,1483482000,KNYC,Nyc/Central Park,1483474800,D,42,11,1201,Light Rain,,,41,42,96,29.52,1,35,80,E,28,13,,,,0.03,,Low,35,1,,,,,OVC,,,,,,,,,,2017-01-03 15:20:00
29,KNYC,observation,1483483140,KNYC,Nyc/Central Park,1483475940,D,43,11,1201,Light Rain,,,,,,,2,35,70,ENE,23,15,,,,0.0,,Low,35,1,,,,,OVC,,,,,,,,,,2017-01-03 15:39:00
30,KNYC,observation,1483483860,KNYC,Nyc/Central Park,1483476660,D,42,12,1200,Rain,2,Falling,41,42,96,29.5,1,35,70,ENE,25,13,,,,0.08,,Low,35,1,,,,,OVC,,,,,,,,,,2017-01-03 15:51:00
31,KNYC,observation,1483486380,KNYC,Nyc/Central Park,1483479180,D,42,11,1201,Light Rain,,,42,42,100,29.46,2,35,70,ENE,29,14,,,,0.11,,Low,35,1,,,,,OVC,,,,,,,,,,2017-01-03 16:33:00
32,KNYC,observation,1483486860,KNYC,Nyc/Central Park,1483479660,N,42,11,1201,Light Rain,,,42,42,100,29.45,5,34,70,ENE,28,17,,,,0.11,,Low,34,0,,,,,OVC,,,,,,,,,,2017-01-03 16:41:00
33,KNYC,observation,1483487460,KNYC,Nyc/Central Park,1483480260,N,43,26,2600,Cloudy,,,42,43,97,29.46,10,36,70,ENE,26,13,,,,0.11,,Low,36,0,,,,,OVC,,,,,,,,,,2017-01-03 16:51:00
34,KNYC,observation,1483491060,KNYC,Nyc/Central Park,1483483860,N,43,26,2600,Cloudy,,,42,43,97,29.45,3,37,80,E,20,10,,,,0.0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-01-03 17:51:00
35,KNYC,observation,1483491600,KNYC,Nyc/Central Park,1483484400,N,43,11,1201,Light Rain,,,42,43,97,29.45,2,37,60,ENE,,10,,,,0.0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-01-03 18:00:00
36,KNYC,observation,1483494660,KNYC,Nyc/Central Park,1483487460,N,43,20,2000,Fog,2,Falling,43,43,100,29.41,2,36,60,ENE,,15,,,,0.03,,Low,36,0,,,,,OVC,,,,,,,,,,2017-01-03 18:51:00
37,KNYC,observation,1483497060,KNYC,Nyc/Central Park,1483489860,N,43,26,2600,Cloudy,,,43,43,100,29.38,3,39,60,ENE,,7,,,,0.0,,Low,39,0,,,,,OVC,,,,,,,,,,2017-01-03 19:31:00
38,KNYC,observation,1483498260,KNYC,Nyc/Central Park,1483491060,N,43,26,2600,Cloudy,,,43,43,100,29.38,3,43,,CALM,,0,,,,0.0,,Low,43,0,,,,,OVC,,,,,,,,,,2017-01-03 19:51:00
39,KNYC,observation,1483499880,KNYC,Nyc/Central Park,1483492680,N,42,20,2000,Fog,,,42,42,100,29.35,2,42,,VAR,,3,,,,0.0,,Low,42,0,,,,,OVC,,,,,,,,,,2017-01-03 20:18:00
40,KNYC,observation,1483501860,KNYC,Nyc/Central Park,1483494660,N,43,20,2000,Fog,,,42,43,97,29.36,2,40,,VAR,,5,,,,0.0,,Low,40,0,,,,,OVC,,,,,,,,,,2017-01-03 20:51:00
41,KNYC,observation,1483503420,KNYC,Nyc/Central Park,1483496220,N,42,20,2000,Fog,,,42,42,100,29.35,1,42,10,N,,3,,,,0.0,,Low,42,0,,,,,OVC,,,,,,,,,,2017-01-03 21:17:00
42,KNYC,observation,1483504980,KNYC,Nyc/Central Park,1483497780,N,41,20,2000,Fog,,,41,41,100,29.35,2,41,,VAR,,3,,,,0.0,,Low,41,0,,,,,OVC,,,,,,,,,,2017-01-03 21:43:00
43,KNYC,observation,1483505460,KNYC,Nyc/Central Park,1483498260,N,41,20,2000,Fog,2,Falling,41,41,100,29.34,2,41,,CALM,,0,,,,0.0,,Low,41,0,,,,,OVC,,,,,,,,,,2017-01-03 21:51:00
44,KNYC,observation,1483507560,KNYC,Nyc/Central Park,1483500360,N,41,11,1201,Light Rain,,,41,41,100,29.35,3,38,300,WNW,,5,,,,0.0,,Low,38,0,,,,,OVC,,,,,,,,,,2017-01-03 22:26:00
45,KNYC,observation,1483509060,KNYC,Nyc/Central Park,1483501860,N,41,11,1201,Light Rain,,,41,41,100,29.34,4,41,,VAR,,3,,,,0.01,,Low,41,0,,,,,OVC,,,,,,,,,,2017-01-03 22:51:00
46,KNYC,observation,1483511700,KNYC,Nyc/Central Park,1483504500,N,41,11,1201,Light Rain,,,40,41,96,29.33,7,41,,VAR,,3,,,,0.02,,Low,41,0,,,,,OVC,,,,,,,,,,2017-01-03 23:35:00
47,KNYC,observation,1483512660,KNYC,Nyc/Central Park,1483505460,N,41,26,2600,Cloudy,,,41,41,100,29.34,10,41,,VAR,,3,43,39,,0.03,,Low,41,0,,,,,OVC,,,,,,,,,,2017-01-03 23:51:00
0,KNYC,observation,1483515540,KNYC,Nyc/Central Park,1483508340,N,41,26,2600,Cloudy,,,40,41,96,29.31,7,37,290,WNW,,6,,,,0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-01-04 00:39:00
1,KNYC,observation,1483516260,KNYC,Nyc/Central Park,1483509060,N,41,26,2600,Cloudy,2,Falling Rapidly,40,41,96,29.31,6,41,290,WNW,,3,,,,0,,Low,41,0,,,,,OVC,,,,,,,,,,2017-01-04 00:51:00
2,KNYC,observation,1483517220,KNYC,Nyc/Central Park,1483510020,N,40,26,2600,Cloudy,,,40,40,100,29.32,8,40,270,W,,3,,,,0,,Low,40,0,,,,,OVC,,,,,,,,,,2017-01-04 01:07:00
3,KNYC,observation,1483519440,KNYC,Nyc/Central Park,1483512240,N,41,26,2600,Cloudy,,,39,41,93,29.31,10,37,,VAR,,6,,,,0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-01-04 01:44:00
4,KNYC,observation,1483519860,KNYC,Nyc/Central Park,1483512660,N,41,26,2600,Cloudy,,,39,41,93,29.31,10,37,290,WNW,,6,,,,0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-01-04 01:51:00
5,KNYC,observation,1483522020,KNYC,Nyc/Central Park,1483514820,N,41,26,2600,Cloudy,,,39,41,93,29.3,10,41,290,WNW,,3,,,,0,,Low,41,0,,,,,OVC,,,,,,,,,,2017-01-04 02:27:00
6,KNYC,observation,1483523460,KNYC,Nyc/Central Park,1483516260,N,41,26,2600,Cloudy,,,40,41,96,29.3,10,37,300,WNW,,6,,,,0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-01-04 02:51:00
7,KNYC,observation,1483526280,KNYC,Nyc/Central Park,1483519080,N,42,26,2600,Cloudy,,,40,42,92,29.29,10,42,,VAR,,3,,,,0,,Low,42,0,,,,,OVC,,,,,,,,,,2017-01-04 03:38:00
8,KNYC,observation,1483527060,KNYC,Nyc/Central Park,1483519860,N,42,26,2600,Cloudy,2,Falling Rapidly,39,42,89,29.29,10,39,250,WSW,,5,,,,0,,Low,39,0,,,,,OVC,,,,,,,,,,2017-01-04 03:51:00
9,KNYC,observation,1483530360,KNYC,Nyc/Central Park,1483523160,N,43,26,2600,Cloudy,,,39,43,87,29.3,10,,,,,,,,,0,,Low,,0,,,,,OVC,,,,,,,,,,2017-01-04 04:46:00
10,KNYC,observation,1483530660,KNYC,Nyc/Central Park,1483523460,N,42,26,2600,Cloudy,,,39,42,89,29.3,10,39,260,W,,5,,,,0,,Low,39,0,,,,,OVC,,,,,,,,,,2017-01-04 04:51:00
11,KNYC,observation,1483534260,KNYC,Nyc/Central Park,1483527060,N,42,26,2600,Cloudy,,,39,42,89,29.31,9,37,250,WSW,,8,,,,0,,Low,37,0,,,,,OVC,,,,,,,,,,2017-01-04 05:51:00
