,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusValue,testStation,totalDocks,PUMA
333,,24,0,,3105,,2019-01-18 02:42:41 PM,40.724055,,-73.955736,,N 15 St & Wythe Ave,,N 15 St & Wythe Ave,In Service,False,24,4001.0
334,,7,15,,3106,,2019-01-18 02:42:39 PM,40.72325,,-73.94308000000001,,Driggs Ave & N Henry St,,Driggs Ave & N Henry St,In Service,False,22,4001.0
335,,24,15,,3107,,2019-01-18 02:42:37 PM,40.72311651,,-73.95212324,,Bedford Ave & Nassau Ave,,Bedford Ave & Nassau Ave,In Service,False,39,4001.0
336,,17,34,,3108,,2019-01-18 02:43:27 PM,40.725570000000005,,-73.94434,,Nassau Ave & Russell St,,Nassau Ave & Russell St,In Service,False,51,4001.0
337,,26,4,,3109,,2019-01-18 02:45:57 PM,40.72606,,-73.95621,,Banker St & Meserole Ave,,Banker St & Meserole Ave,In Service,False,31,4001.0
338,,3,23,,3110,,2019-01-18 02:43:43 PM,40.72708584,,-73.95299117,,Meserole Ave & Manhattan Ave,,Meserole Ave & Manhattan Ave,In Service,False,28,4001.0
339,,27,2,,3112,,2019-01-18 02:43:20 PM,40.72906,,-73.95779,,Milton St & Franklin St,,Milton St & Franklin St,In Service,False,33,4001.0
340,,6,19,,3113,,2019-01-18 02:44:26 PM,40.730259999999994,,-73.95394,,Greenpoint Ave & Manhattan Ave,,Greenpoint Ave & Manhattan Ave,In Service,False,27,4001.0
341,,0,49,,3115,,2019-01-18 02:44:07 PM,40.73232194,,-73.9550858,,India St & Manhattan Ave,,India St & Manhattan Ave,In Service,False,51,4001.0
342,,10,24,,3116,,2019-01-18 02:43:45 PM,40.732659999999996,,-73.95826,,Huron St & Franklin St,,Huron St & Franklin St,In Service,False,35,4001.0
343,,0,27,,3117,,2019-01-18 02:43:29 PM,40.735640000000004,,-73.95866,,Franklin St & Dupont St,,Franklin St & Dupont St,In Service,False,27,4001.0
344,,13,28,,3118,,2019-01-18 02:43:08 PM,40.73555,,-73.95284000000001,,McGuinness Blvd & Eagle St,,McGuinness Blvd & Eagle St,In Service,False,43,4001.0
345,,20,25,,3119,,2019-01-18 02:45:56 PM,40.74232744,,-73.95411749,,Vernon Blvd & 50 Ave,,Vernon Blvd & 50 Ave,In Service,False,45,4109.0
346,,20,7,,3121,,2019-01-18 02:45:50 PM,40.74524768,,-73.94733276,,Jackson Ave & 46 Rd,,Jackson Ave & 46 Rd,In Service,False,27,4109.0
347,,4,27,,3122,,2019-01-18 02:44:02 PM,40.74436328706688,,-73.95587325096129,,48 Ave & 5 St,,48 Ave & 5 St,In Service,False,31,4109.0
348,,24,2,,3123,,2019-01-18 02:43:08 PM,40.74469738,,-73.93540375,,31 St & Thomson Ave,,31 St & Thomson Ave,In Service,False,27,4109.0
349,,15,12,,3124,,2019-01-18 02:45:57 PM,40.74731,,-73.95451,,46 Ave & 5 St,,46 Ave & 5 St,In Service,False,27,4109.0
350,,16,5,,3125,,2019-01-18 02:42:39 PM,40.74708586,,-73.94977234,,45 Rd & 11 St,,45 Rd & 11 St,In Service,False,23,4109.0
351,,20,14,,3126,,2019-01-18 02:46:03 PM,40.74718234,,-73.9432635,,44 Dr & Jackson Ave,,44 Dr & Jackson Ave,In Service,False,34,4109.0
352,,26,9,,3127,,2019-01-18 02:43:07 PM,40.74966,,-73.9521,,9 St & 44 Rd,,9 St & 44 Rd,In Service,False,35,4109.0
353,,6,16,,3128,,2019-01-18 02:45:39 PM,40.75052534,,-73.94594845,,21 St & 43 Ave,,21 St & 43 Ave,In Service,False,23,4109.0
354,,3,28,,3129,,2019-01-18 02:44:16 PM,40.75110165,,-73.94073717,,Queens Plaza North & Crescent St,,Queens Plaza North & Crescent St,In Service,False,31,4101.0
355,,7,24,,3130,,2019-01-18 02:43:08 PM,40.75325964,,-73.94335788,,21 St & Queens Plaza North,,21 St & Queens Plaza North,In Service,False,31,4101.0
356,,2,29,,3131,,2019-01-18 02:44:25 PM,40.76712840349542,,-73.96224617958069,,E 68 St & 3 Ave,,E 68 St & 3 Ave,In Service,False,31,3805.0
357,,8,26,,3132,,2019-01-18 02:45:26 PM,40.76350532,,-73.97109243,,E 59 St & Madison Ave,,E 59 St & Madison Ave,In Service,False,35,3805.0
358,,6,45,,3134,,2019-01-18 02:43:25 PM,40.76312584,,-73.96526895,,3 Ave & E 62 St,,3 Ave & E 62 St,In Service,False,51,3805.0
359,,3,38,,3135,,2019-01-18 02:44:57 PM,40.77112927,,-73.95772297,,E 75 St & 3 Ave,,E 75 St & 3 Ave,In Service,False,41,3805.0
360,,22,21,,3136,,2019-01-18 02:45:58 PM,40.766368,,-73.971518,,5 Ave & E 63 St,,5 Ave & E 63 St,In Service,False,47,3806.0
361,,1,28,,3137,,2019-01-18 02:44:36 PM,40.77282817,,-73.96685276,,5 Ave & E 73 St,,5 Ave & E 73 St,In Service,False,31,3806.0
362,,3,40,,3139,,2019-01-18 02:45:12 PM,40.77118287540658,,-73.96409422159195,,E 72 St & Park Ave,,E 72 St & Park Ave,In Service,False,43,3805.0
363,,13,41,,3140,,2019-01-18 02:44:08 PM,40.77140426,,-73.9535166,,1 Ave & E 78 St,,1 Ave & E 78 St,In Service,False,55,3805.0
364,,33,25,,3141,,2019-01-18 02:45:46 PM,40.76500525,,-73.95818491,,1 Ave & E 68 St,,1 Ave & E 68 St,In Service,False,59,3805.0
365,,20,20,,3142,,2019-01-18 02:43:35 PM,40.761227399999996,,-73.96094022,,1 Ave & E 62 St,,1 Ave & E 62 St,In Service,False,42,3805.0
366,,2,38,,3143,,2019-01-18 02:43:46 PM,40.77632142182271,,-73.96427392959596,,5 Ave & E 78 St,,5 Ave & E 78 St,In Service,False,47,3806.0
367,,1,45,,3144,,2019-01-18 02:45:12 PM,40.77677702,,-73.95900970000001,,E 81 St & Park Ave,,E 81 St & Park Ave,In Service,False,46,3805.0
368,,3,42,,3145,,2019-01-18 02:44:49 PM,40.77862688,,-73.95772073,,E 84 St & Park Ave,,E 84 St & Park Ave,In Service,False,45,3805.0
369,,2,45,,3146,,2019-01-18 02:43:07 PM,40.77573034,,-73.9567526,,E 81 St & 3 Ave,,E 81 St & 3 Ave,In Service,False,47,3805.0
370,,5,34,,3147,,2019-01-18 02:43:35 PM,40.77801203,,-73.95407149,,E 85 St & 3 Ave,,E 85 St & 3 Ave,In Service,False,39,3805.0
371,,12,19,,3148,,2019-01-18 02:43:16 PM,40.77565541,,-73.95068615,,E 84 St & 1 Ave,,E 84 St & 1 Ave,In Service,False,31,3805.0
372,,9,37,,3150,,2019-01-18 02:45:59 PM,40.77536905,,-73.94803392,,E 85 St & York Ave,,E 85 St & York Ave,In Service,False,47,3805.0
373,,1,42,,3151,,2019-01-18 02:44:24 PM,40.7728384,,-73.94989233,,E 81 St & York Ave,,E 81 St & York Ave,In Service,False,43,3805.0
374,,0,41,,3152,,2019-01-18 02:45:39 PM,40.76873687,,-73.96119945,,3 Ave & E 71 St,,3 Ave & E 71 St,In Service,False,42,3805.0
375,,0,31,,3154,,2019-01-18 02:45:21 PM,40.77314236,,-73.95856158,,E 77 St & 3 Ave,,E 77 St & 3 Ave,In Service,False,31,3805.0
376,,7,32,,3155,,2019-01-18 02:42:41 PM,40.76440023,,-73.96648977,,Lexington Ave & E 63 St,,Lexington Ave & E 63 St,In Service,False,39,3805.0
377,,4,32,,3156,,2019-01-18 02:43:10 PM,40.76663814,,-73.95348296,,E 72 St & York Ave,,E 72 St & York Ave,In Service,False,37,3805.0
378,,10,17,,3157,,2019-01-18 02:45:16 PM,40.77518615,,-73.94446054,,East End Ave & E 86 St,,East End Ave & E 86 St,In Service,False,27,3805.0
379,,1,30,,3158,,2019-01-18 02:45:15 PM,40.77163851,,-73.98261428,,W 63 St & Broadway,,W 63 St & Broadway,In Service,False,31,3806.0
380,,1,28,,3159,,2019-01-18 02:44:37 PM,40.77492513,,-73.98266566,,W 67 St & Broadway,,W 67 St & Broadway,In Service,False,31,3806.0
381,,1,38,,3160,,2019-01-18 02:45:29 PM,40.77896784,,-73.97374737,,Central Park West & W 76 St,,Central Park West & W 76 St,In Service,False,39,3806.0
382,,0,59,,3161,,2019-01-18 02:46:11 PM,40.7801839724239,,-73.97728532552719,,W 76 St & Columbus Ave,,W 76 St & Columbus Ave,In Service,False,59,3806.0
383,,7,31,,3162,,2019-01-18 02:45:13 PM,40.78339981,,-73.98093133,,W 78 St & Broadway,,W 78 St & Broadway,In Service,False,39,3806.0
384,,11,31,,3163,,2019-01-18 02:43:50 PM,40.7734066,,-73.97782542,,Central Park West & W 68 St,,Central Park West & W 68 St,In Service,False,43,3806.0
385,,3,61,,3164,,2019-01-18 02:44:26 PM,40.7770575,,-73.97898475,,Columbus Ave & W 72 St,,Columbus Ave & W 72 St,In Service,False,67,3806.0
386,,9,40,,3165,,2019-01-18 02:44:58 PM,40.77579376683666,,-73.97620573639871,,Central Park West & W 72 St,,Central Park West & W 72 St,In Service,False,51,3806.0
387,,3,37,,3166,,2019-01-18 02:44:10 PM,40.780577990103346,,-73.98562431335448,,Riverside Dr & W 72 St,,Riverside Dr & W 72 St,In Service,False,41,3806.0
388,,12,27,,3167,,2019-01-18 02:45:25 PM,40.779668090073116,,-73.98093044757842,,Amsterdam Ave & W 73 St,,Amsterdam Ave & W 73 St,In Service,False,55,3806.0
389,,4,25,,3168,,2019-01-18 02:44:58 PM,40.78472675,,-73.96961715,,Central Park West & W 85 St,,Central Park West & W 85 St,In Service,False,31,3806.0
390,,15,22,,3169,,2019-01-18 02:44:54 PM,40.78720869,,-73.98128127,,Riverside Dr & W 82 St,,Riverside Dr & W 82 St,In Service,False,39,3806.0
391,,5,30,,3170,,2019-01-18 02:44:27 PM,40.78499979,,-73.97283406,,W 84 St & Columbus Ave,,W 84 St & Columbus Ave,In Service,False,35,3806.0
392,,6,33,,3171,,2019-01-18 02:45:24 PM,40.78524672,,-73.97667321,,Amsterdam Ave & W 82 St,,Amsterdam Ave & W 82 St,In Service,False,39,3806.0
393,,2,23,,3172,,2019-01-18 02:42:55 PM,40.7785669,,-73.97754961,,W 74 St & Columbus Ave,,W 74 St & Columbus Ave,In Service,False,27,3806.0
394,,15,23,,3173,,2019-01-18 02:44:29 PM,40.777507027547976,,-73.98888587951659,,Riverside Blvd & W 67 St,,Riverside Blvd & W 67 St,In Service,False,39,3806.0
395,,15,16,,3175,,2019-01-18 02:42:50 PM,40.77748046,,-73.98288594,,W 70 St & Amsterdam Ave,,W 70 St & Amsterdam Ave,In Service,False,31,3806.0
396,,33,26,,3177,,2019-01-18 02:44:13 PM,40.7867947,,-73.977112,,W 84 St & Broadway,,W 84 St & Broadway,In Service,False,63,3806.0
397,,5,34,,3178,,2019-01-18 02:46:10 PM,40.78414472,,-73.98362492,,Riverside Dr & W 78 St,,Riverside Dr & W 78 St,In Service,False,39,3806.0
398,,8,14,,3179,,2019-01-18 02:42:40 PM,40.698617,,-73.941342,,Park Ave & Marcus Garvey Blvd,,Park Ave & Marcus Garvey Blvd,In Service,False,23,4002.0
399,,0,0,,3180,,1969-12-31 07:00:00 PM,40.69878,,-73.99712,,Brooklyn Bridge Park - Pier 2,,Brooklyn Bridge Park - Pier 2,Not In Service,False,0,4004.0
400,,20,10,,3183,,2019-01-18 02:43:28 PM,40.7162469,,-74.0334588,,Exchange Place,,Exchange Place,In Service,False,30,
401,,2,12,,3184,,2019-01-18 02:42:36 PM,40.7141454,,-74.0335519,,Paulus Hook,,Paulus Hook,In Service,False,14,
402,,14,8,,3185,,2019-01-18 02:43:33 PM,40.717732500000004,,-74.04384499999999,,City Hall,,City Hall,In Service,False,22,
403,,34,8,,3186,,2019-01-18 02:44:05 PM,40.71958611647166,,-74.0431174635887,,Grove St PATH,,Grove St PATH,In Service,False,42,
404,,2,19,,3187,,2019-01-18 02:44:16 PM,40.721123600000006,,-74.03805095,,Warren St,,Warren St,In Service,False,22,
405,,7,11,,3191,,2019-01-18 02:44:20 PM,40.71821129999999,,-74.08363940000001,,Union St,,Union St,In Service,False,18,
406,,7,15,,3192,,2019-01-18 02:46:07 PM,40.711242299999995,,-74.0557013,,Liberty Light Rail,,Liberty Light Rail,In Service,False,22,
407,,11,6,,3193,,2019-01-18 02:43:39 PM,40.7246050998869,,-74.07840594649316,,Lincoln Park,,Lincoln Park,In Service,False,18,
408,,5,17,,3194,,2019-01-18 02:45:16 PM,40.7253399253558,,-74.06762212514876,,McGinley Square,,McGinley Square,In Service,False,23,
409,,20,15,,3195,,2019-01-18 02:44:02 PM,40.730742625306576,,-74.06378388404845,,Sip Ave,,Sip Ave,In Service,False,38,
410,,2,16,,3196,,2019-01-18 02:43:29 PM,40.7443187,,-74.04399090000001,,Riverview Park,,Riverview Park,In Service,False,18,
411,,5,13,,3198,,2019-01-18 02:42:50 PM,40.748715945380226,,-74.04044330120088,,Heights Elevator,,Heights Elevator,In Service,False,19,
412,,12,1,,3199,,2019-01-18 02:42:44 PM,40.728744799999994,,-74.03210820000001,,Newport Pkwy,,Newport Pkwy,In Service,False,14,
413,,17,1,,3201,,2019-01-18 02:46:10 PM,40.737711,,-74.066921,,Dey St,,Dey St,In Service,False,18,
414,,7,11,,3202,,2019-01-18 02:44:56 PM,40.7272235,,-74.03375890000001,,Newport PATH,,Newport PATH,In Service,False,18,
415,,11,14,,3203,,2019-01-18 02:43:50 PM,40.727595965999996,,-74.044247311,,Hamilton Park,,Hamilton Park,In Service,False,26,
416,,2,19,,3205,,2019-01-18 02:46:09 PM,40.71653978099194,,-74.0496379137039,,JC Medical Center,,JC Medical Center,In Service,False,22,
417,,0,26,,3206,,2019-01-18 02:45:59 PM,40.7311689,,-74.0575736,,Hilltop,,Hilltop,In Service,False,26,
418,,5,17,,3207,,2019-01-18 02:45:03 PM,40.7376037,,-74.05247829999999,,Oakland Ave,,Oakland Ave,In Service,False,26,
419,,0,22,,3209,,2019-01-18 02:45:50 PM,40.7241765,,-74.05065640000001,,Brunswick St,,Brunswick St,In Service,False,22,
420,,6,12,,3210,,2019-01-18 02:46:18 PM,40.742677141,,-74.051788633,,Pershing Field,,Pershing Field,In Service,False,19,
421,,5,17,,3211,,2019-01-18 02:43:51 PM,40.72152515,,-74.046304543,,Newark Ave,,Newark Ave,In Service,False,22,
422,,2,20,,3212,,2019-01-18 02:44:50 PM,40.734785818,,-74.050443636,,Christ Hospital,,Christ Hospital,In Service,False,22,
423,,1,20,,3213,,2019-01-18 02:44:33 PM,40.71848892,,-74.047726625,,Van Vorst Park,,Van Vorst Park,In Service,False,21,
424,,4,17,,3214,,2019-01-18 02:43:49 PM,40.712774200000005,,-74.03648570000001,,Essex Light Rail,,Essex Light Rail,In Service,False,21,
425,,5,13,,3220,,2019-01-18 02:43:20 PM,40.73496102000952,,-74.05950307846071,,5 Corners Library,,5 Corners Library,In Service,False,18,
426,,26,0,,3221,,2019-01-18 02:44:39 PM,40.743,,-73.93561,,47 Ave & 31 St,,47 Ave & 31 St,In Service,False,27,4109.0
427,,22,30,,3223,,2019-01-18 02:45:12 PM,40.758996559605116,,-73.96865397691727,,E 55 St & 3 Ave,,E 55 St & 3 Ave,In Service,False,53,3808.0
428,,1,13,,3225,,2019-01-18 02:44:08 PM,40.7236589,,-74.0641943,,Baldwin at Montgomery,,Baldwin at Montgomery,In Service,False,14,
429,,4,39,,3226,,2019-01-18 02:45:10 PM,40.78275,,-73.97137,,W 82 St & Central Park West,,W 82 St & Central Park West,In Service,False,45,3806.0
430,,1,38,,3231,,2019-01-18 02:46:06 PM,40.76780080148132,,-73.96592080593109,,E 67 St & Park Ave,,E 67 St & Park Ave,In Service,False,39,3805.0
431,,13,17,,3232,,2019-01-18 02:44:09 PM,40.68962188790333,,-73.98304268717766,,Bond St & Fulton St,,Bond St & Fulton St,In Service,False,31,4004.0
432,,14,17,,3233,,2019-01-18 02:46:17 PM,40.75724567911726,,-73.97805914282799,,E 48 St & 5 Ave,,E 48 St & 5 Ave,In Service,False,39,3807.0
433,,14,17,,3235,,2019-01-18 02:45:45 PM,40.752165280621966,,-73.97992193698882,,E 41 St & Madison Ave,,E 41 St & Madison Ave,In Service,False,31,3808.0
434,,8,24,,3236,,2019-01-18 02:45:37 PM,40.75898481399634,,-73.99379968643187,,W 42 St & Dyer Ave,,W 42 St & Dyer Ave,In Service,False,33,3807.0
435,,3,16,,3241,,2019-01-18 02:45:25 PM,40.686203000000006,,-73.944694,,Monroe St & Tompkins Ave,,Monroe St & Tompkins Ave,In Service,False,19,4003.0
436,,8,31,,3242,,2019-01-18 02:45:04 PM,40.69102925677968,,-73.99183362722397,,Schermerhorn St & Court St,,Schermerhorn St & Court St,In Service,False,39,4004.0
437,,2,26,,3243,,2019-01-18 02:45:13 PM,40.75892386377695,,-73.96226227283478,,E 58 St & 1 Ave,,E 58 St & 1 Ave,In Service,False,29,3808.0
438,,22,8,,3244,,2019-01-18 02:44:34 PM,40.73143724085228,,-73.99490341544151,,University Pl & E 8 St,,University Pl & E 8 St,In Service,False,31,3810.0
439,,19,0,,3249,,2019-01-18 02:43:24 PM,40.680356084043396,,-73.94767910242079,,Verona Pl & Fulton St,,Verona Pl & Fulton St,In Service,False,19,4003.0
440,,15,4,,3256,,2019-01-18 02:46:05 PM,40.7277140777778,,-74.01129573583603,,Pier 40 - Hudson River Park,,Pier 40 - Hudson River Park,In Service,False,24,3810.0
441,,30,6,,3258,,2019-01-18 02:43:18 PM,40.750181563256824,,-74.00218427181244,,W 27 St & 10 Ave,,W 27 St & 10 Ave,In Service,False,37,3807.0
442,,4,23,,3259,,2019-01-18 02:45:35 PM,40.74937024193277,,-73.99923384189607,,9 Ave & W 28 St,,9 Ave & W 28 St,In Service,False,27,3807.0
443,,20,5,,3260,,2019-01-18 02:45:58 PM,40.72706363348306,,-73.99662137031554,,Mercer St & Bleecker St,,Mercer St & Bleecker St,In Service,False,31,3810.0
444,,42,13,,3263,,2019-01-18 02:46:11 PM,40.729514962249496,,-73.99075269699097,,Cooper Square & Astor Pl,,Cooper Square & Astor Pl,In Service,False,59,3809.0
445,,8,5,,3267,,2019-01-18 02:42:45 PM,40.7124188237569,,-74.03852552175522,,Morris Canal,,Morris Canal,In Service,False,14,
446,,9,4,,3268,,2019-01-18 02:43:14 PM,40.71346382669195,,-74.06285852193831,,Lafayette Park,,Lafayette Park,In Service,False,14,
447,,1,12,,3269,,2019-01-18 02:45:21 PM,40.726011729646245,,-74.0503889322281,,Brunswick & 6th,,Brunswick & 6th,In Service,False,14,
448,,3,11,,3270,,2019-01-18 02:43:58 PM,40.72528910781132,,-74.04557168483734,,Jersey & 6th St,,Jersey & 6th St,In Service,False,14,
449,,6,7,,3272,,2019-01-18 02:43:16 PM,40.723331586464354,,-74.04595255851744,,Jersey & 3rd,,Jersey & 3rd,In Service,False,14,
450,,11,7,,3273,,2019-01-18 02:44:24 PM,40.72165072487999,,-74.04288411140442,,Manila & 1st,,Manila & 1st,In Service,False,18,
451,,7,6,,3275,,2019-01-18 02:46:12 PM,40.71835519823214,,-74.03891444206238,,Columbus Drive,,Columbus Drive,In Service,False,14,
452,,2,24,,3276,,2019-01-18 02:43:58 PM,40.71458403535893,,-74.04281705617905,,Marin Light Rail,,Marin Light Rail,In Service,False,26,
453,,3,11,,3277,,2019-01-18 02:45:32 PM,40.71435836870427,,-74.06661093235016,,Communipaw & Berry Lane,,Communipaw & Berry Lane,In Service,False,14,
454,,2,12,,3278,,2019-01-18 02:42:45 PM,40.72568548362901,,-74.0487903356552,,Monmouth and 6th,,Monmouth and 6th,In Service,False,14,
455,,2,15,,3279,,2019-01-18 02:42:25 PM,40.72163014263835,,-74.04996782541275,,Dixon Mills,,Dixon Mills,In Service,False,18,
456,,7,7,,3280,,2019-01-18 02:43:18 PM,40.71928220070703,,-74.07126188278198,,Astor Place,,Astor Place,In Service,False,14,
457,,9,5,,3281,,2019-01-18 02:44:48 PM,40.74590996631558,,-74.05727148056029,,Leonard Gordon Park,,Leonard Gordon Park,In Service,False,14,
458,,8,30,,3282,,2019-01-18 02:44:30 PM,40.78307,,-73.95939,,5 Ave & E 88 St,,5 Ave & E 88 St,In Service,False,38,3806.0
459,,7,37,,3283,,2019-01-18 02:43:09 PM,40.7882213,,-73.97041561,,W 89 St & Columbus Ave,,W 89 St & Columbus Ave,In Service,False,47,3806.0
460,,2,36,,3284,,2019-01-18 02:42:43 PM,40.781410700190015,,-73.95595908164978,,E 88 St & Park Ave,,E 88 St & Park Ave,In Service,False,38,3805.0
461,,14,29,,3285,,2019-01-18 02:46:16 PM,40.78839,,-73.9747,,W 87 St & Amsterdam Ave,,W 87 St & Amsterdam Ave,In Service,False,43,3806.0
462,,6,33,,3286,,2019-01-18 02:46:17 PM,40.7806284,,-73.9521667,,E 89 St & 3 Ave,,E 89 St & 3 Ave,In Service,False,39,3805.0
463,,13,25,,3288,,2019-01-18 02:43:45 PM,40.778301,,-73.9488134,,E 88 St & 1 Ave,,E 88 St & 1 Ave,In Service,False,39,3805.0
464,,3,28,,3289,,2019-01-18 02:45:15 PM,40.79017948095081,,-73.97288918495178,,W 90 St & Amsterdam Ave,,W 90 St & Amsterdam Ave,In Service,False,32,3806.0
465,,12,22,,3290,,2019-01-18 02:43:20 PM,40.7779453,,-73.94604100000001,,E 89 St & York Ave,,E 89 St & York Ave,In Service,False,35,3805.0
466,,1,42,,3292,,2019-01-18 02:44:26 PM,40.785785100000005,,-73.957481,,5 Ave & E 93 St,,5 Ave & E 93 St,In Service,False,43,3806.0
467,,2,22,,3293,,2019-01-18 02:45:23 PM,40.7921,,-73.9739,,W 92 St & Broadway,,W 92 St & Broadway,In Service,False,24,3806.0
468,,2,35,,3294,,2019-01-18 02:44:36 PM,40.7835016,,-73.955327,,E 91 St & Park Ave,,E 91 St & Park Ave,In Service,False,38,3805.0
469,,14,44,,3295,,2019-01-18 02:42:28 PM,40.791270000000004,,-73.964839,,Central Park W & W 96 St,,Central Park W & W 96 St,In Service,False,59,3806.0
470,,35,7,,3296,,2019-01-18 02:42:32 PM,40.78245417527987,,-73.94891962409021,,E 93 St & 2 Ave,,E 93 St & 2 Ave,In Service,False,42,3805.0
471,,8,13,,3297,,2019-01-18 02:44:56 PM,40.668662700000006,,-73.97988067,,6 St & 7 Ave,,6 St & 7 Ave,In Service,False,21,4005.0
472,,18,5,,3298,,2019-01-18 02:45:43 PM,40.686371,,-73.99383324,,Warren St & Court St,,Warren St & Court St,In Service,False,23,4004.0
473,,3,22,,3299,,2019-01-18 02:44:35 PM,40.788129999999995,,-73.95206,,E 98 St & Park Ave,,E 98 St & Park Ave,In Service,False,25,3804.0
474,,1,24,,3300,,2019-01-18 02:45:10 PM,40.66514681533792,,-73.97637605667114,,Prospect Park West & 8 St,,Prospect Park West & 8 St,In Service,False,25,4005.0
475,,4,33,,3301,,2019-01-18 02:46:19 PM,40.7919557,,-73.968087,,Columbus Ave & W 95 St,,Columbus Ave & W 95 St,In Service,False,39,3806.0
476,,2,20,,3302,,2019-01-18 02:42:35 PM,40.7969347,,-73.9643412291,,Columbus Ave & W 103 St,,Columbus Ave & W 103 St,In Service,False,22,3806.0
477,,21,1,,3303,,2019-01-18 02:43:32 PM,40.6849894,,-73.99440329,,Butler St & Court St,,Butler St & Court St,In Service,False,25,4004.0
478,,20,7,,3304,,2019-01-18 02:45:48 PM,40.668127,,-73.98377641,,6 Ave & 9 St,,6 Ave & 9 St,In Service,False,27,4005.0
479,,8,31,,3305,,2019-01-18 02:45:31 PM,40.781122299341654,,-73.94965589046478,,E 91 St & 2 Ave,,E 91 St & 2 Ave,In Service,False,39,3805.0
480,,2,18,,3306,,2019-01-18 02:45:44 PM,40.666207799999995,,-73.98199886,,10 St & 7 Ave,,10 St & 7 Ave,In Service,False,23,4005.0
481,,6,25,,3307,,2019-01-18 02:45:40 PM,40.7941654,,-73.974124,,West End Ave & W 94 St,,West End Ave & W 94 St,In Service,False,31,3806.0
482,,11,14,,3308,,2019-01-18 02:44:07 PM,40.686175799999994,,-73.99645295,,Kane St & Clinton St,,Kane St & Clinton St,In Service,False,27,4005.0
483,,2,28,,3309,,2019-01-18 02:45:52 PM,40.7859201,,-73.94860294,,E 97 St & 3 Ave,,E 97 St & 3 Ave,In Service,False,30,3804.0
484,,0,23,,3310,,2019-01-18 02:42:39 PM,40.663779,,-73.98396846,,14 St & 7 Ave,,14 St & 7 Ave,In Service,False,24,4005.0
485,,16,5,,3311,,2019-01-18 02:43:39 PM,40.68763155,,-74.0016256,,Columbia St & Kane St,,Columbia St & Kane St,In Service,False,21,4005.0
486,,35,4,,3312,,2019-01-18 02:46:06 PM,40.78172120000001,,-73.94594000000001,,1 Ave & E 94 St,,1 Ave & E 94 St,In Service,False,39,3805.0
487,,18,11,,3313,,2019-01-18 02:45:31 PM,40.666318100000005,,-73.9854617,,6 Ave & 12 St,,6 Ave & 12 St,In Service,False,29,4005.0
488,,20,11,,3314,,2019-01-18 02:46:11 PM,40.7937704,,-73.971888,,W 95 St & Broadway,,W 95 St & Broadway,In Service,False,32,3806.0
489,,9,14,,3315,,2019-01-18 02:44:27 PM,40.684751399999996,,-73.99917254,,Henry St & Degraw St,,Henry St & Degraw St,In Service,False,23,4005.0
490,,21,3,,3317,,2019-01-18 02:43:19 PM,40.6686273,,-73.98700053,,10 St & 5 Ave,,10 St & 5 Ave,In Service,False,24,4005.0
491,,33,6,,3318,,2019-01-18 02:44:10 PM,40.7839636,,-73.94716729999999,,2 Ave & E 96 St,,2 Ave & E 96 St,In Service,False,39,3805.0
492,,19,1,,3319,,2019-01-18 02:45:48 PM,40.666287,,-73.98895053,,14 St & 5 Ave,,14 St & 5 Ave,In Service,False,21,4005.0
493,,4,45,,3320,,2019-01-18 02:42:38 PM,40.794066608185524,,-73.96286845207214,,Central Park West & W 100 St,,Central Park West & W 100 St,In Service,False,49,3806.0
494,,2,23,,3321,,2019-01-18 02:43:10 PM,40.683116399999996,,-73.99785267,,Clinton St & Union St,,Clinton St & Union St,In Service,False,25,4005.0
495,,18,7,,3322,,2019-01-18 02:45:41 PM,40.668603000000004,,-73.99043940000001,,12 St & 4 Ave,,12 St & 4 Ave,In Service,False,25,4005.0
496,,1,58,,3323,,2019-01-18 02:44:21 PM,40.798185600000004,,-73.96059090060001,,W 106 St & Central Park West,,W 106 St & Central Park West,In Service,False,59,3806.0
497,,21,3,,3324,,2019-01-18 02:42:22 PM,40.6685455,,-73.99333264,,3 Ave & 14 St,,3 Ave & 14 St,In Service,False,25,4005.0
498,,3,17,,3326,,2019-01-18 02:43:10 PM,40.67434,,-74.00194698,,Clinton St & Centre St,,Clinton St & Centre St,In Service,False,21,4005.0
499,,3,24,,3327,,2019-01-18 02:43:29 PM,40.787721399999995,,-73.94728331,,3 Ave & E 100 St,,3 Ave & E 100 St,In Service,False,27,3804.0
500,,0,39,,3328,,2019-01-18 02:44:32 PM,40.795,,-73.9645,,W 100 St & Manhattan Ave,,W 100 St & Manhattan Ave,In Service,False,39,3806.0
501,,17,10,,3329,,2019-01-18 02:42:56 PM,40.6829151,,-73.99318208,,Degraw St & Smith St,,Degraw St & Smith St,In Service,False,27,4005.0
502,,13,6,,3330,,2019-01-18 02:43:59 PM,40.672505799999996,,-74.00494695,,Henry St & Bay St,,Henry St & Bay St,In Service,False,19,4005.0
503,,1,38,,3331,,2019-01-18 02:43:14 PM,40.8013434,,-73.97114574390001,,Riverside Dr & W 104 St,,Riverside Dr & W 104 St,In Service,False,39,3806.0
504,,14,5,,3332,,2019-01-18 02:44:04 PM,40.68199044270703,,-73.99079024791719,,Degraw St & Hoyt St,,Degraw St & Hoyt St,In Service,False,19,4005.0
