,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusValue,testStation,totalDocks,PUMA
166,,26,14,,415,,2019-01-18 02:43:35 PM,40.7047177,,-74.00926027,,Pearl St & Hanover Square,,Pearl St & Hanover Square,In Service,False,42,3810.0
167,,2,29,,416,,2019-01-18 02:45:53 PM,40.68753406,,-73.97265183,,Cumberland St & Lafayette Ave,,Cumberland St & Lafayette Ave,In Service,False,31,4004.0
168,,9,14,,417,,2019-01-18 02:46:10 PM,40.71291224,,-74.01020234,,Barclay St & Church St,,Barclay St & Church St,In Service,False,23,3810.0
169,,11,12,,418,,2019-01-18 02:45:54 PM,40.70224,,-73.982578,,Front St & Gold St,,Front St & Gold St,In Service,False,23,4004.0
170,,13,9,,419,,2019-01-18 02:46:08 PM,40.69580705,,-73.97355569,,Carlton Ave & Park Ave,,Carlton Ave & Park Ave,In Service,False,23,4004.0
171,,2,21,,420,,2019-01-18 02:42:45 PM,40.68764484,,-73.96968902,,Clermont Ave & Lafayette Ave,,Clermont Ave & Lafayette Ave,In Service,False,23,4004.0
172,,13,6,,421,,2019-01-18 02:46:11 PM,40.69573398,,-73.97129668,,Clermont Ave & Park Ave,,Clermont Ave & Park Ave,In Service,False,19,4004.0
173,,6,49,,422,,2019-01-18 02:43:19 PM,40.770513,,-73.988038,,W 59 St & 10 Ave,,W 59 St & 10 Ave,In Service,False,55,3806.0
174,,3,24,,423,,2019-01-18 02:45:56 PM,40.76584941,,-73.98690506,,W 54 St & 9 Ave,,W 54 St & 9 Ave,In Service,False,27,3807.0
175,,7,19,,426,,2019-01-18 02:42:53 PM,40.71754834,,-74.01322069,,West St & Chambers St,,West St & Chambers St,In Service,False,29,3810.0
176,,39,6,,427,,2019-01-18 02:44:28 PM,40.701907,,-74.013942,,Bus Slip & State St,,Bus Slip & State St,In Service,False,47,3810.0
177,,1,29,,432,,2019-01-18 02:46:00 PM,40.72621788,,-73.98379855,,E 7 St & Avenue A,,E 7 St & Avenue A,In Service,False,31,3809.0
178,,45,0,,435,,2019-01-18 02:45:15 PM,40.74173969,,-73.99415556,,W 21 St & 6 Ave,,W 21 St & 6 Ave,In Service,False,47,3807.0
179,,8,18,,436,,2019-01-18 02:43:01 PM,40.68216564,,-73.95399026,,Hancock St & Bedford Ave,,Hancock St & Bedford Ave,In Service,False,27,4004.0
180,,22,0,,437,,2019-01-18 02:42:50 PM,40.6809833854,,-73.9500479759,,Macon St & Nostrand Ave,,Macon St & Nostrand Ave,In Service,False,24,4003.0
181,,10,31,,438,,2019-01-18 02:45:45 PM,40.72779126,,-73.98564945,,St Marks Pl & 1 Ave,,St Marks Pl & 1 Ave,In Service,False,41,3809.0
182,,6,33,,439,,2019-01-18 02:44:14 PM,40.726280700000004,,-73.98978041,,E 4 St & 2 Ave,,E 4 St & 2 Ave,In Service,False,39,3809.0
183,,13,18,,440,,2019-01-18 02:44:07 PM,40.75255434,,-73.97282625,,E 45 St & 3 Ave,,E 45 St & 3 Ave,In Service,False,32,3808.0
184,,4,35,,441,,2019-01-18 02:42:21 PM,40.756014,,-73.967416,,E 52 St & 2 Ave,,E 52 St & 2 Ave,In Service,False,40,3808.0
185,,16,32,,442,,2019-01-18 02:45:14 PM,40.746646999999996,,-73.993915,,W 27 St & 7 Ave,,W 27 St & 7 Ave,In Service,False,51,3807.0
186,,9,13,,443,,2019-01-18 02:44:42 PM,40.70853074,,-73.96408963,,Bedford Ave & S 9 St,,Bedford Ave & S 9 St,In Service,False,23,4001.0
187,,10,42,,445,,2019-01-18 02:42:29 PM,40.72740794,,-73.98142006,,E 10 St & Avenue A,,E 10 St & Avenue A,In Service,False,54,3809.0
188,,18,21,,446,,2019-01-18 02:44:18 PM,40.74487634,,-73.99529885,,W 24 St & 7 Ave,,W 24 St & 7 Ave,In Service,False,39,3807.0
189,,12,8,,447,,2019-01-18 02:46:19 PM,40.76370739,,-73.9851615,,8 Ave & W 52 St,,8 Ave & W 52 St,In Service,False,24,3807.0
190,,9,22,,448,,2019-01-18 02:45:14 PM,40.75660359,,-73.9979009,,W 37 St & 10 Ave,,W 37 St & 10 Ave,In Service,False,31,3807.0
191,,2,55,,450,,2019-01-18 02:45:59 PM,40.76227205,,-73.98788205,,W 49 St & 8 Ave,,W 49 St & 8 Ave,In Service,False,59,3807.0
192,,26,11,,453,,2019-01-18 02:46:03 PM,40.74475148,,-73.99915362,,W 22 St & 8 Ave,,W 22 St & 8 Ave,In Service,False,39,3807.0
193,,2,33,,454,,2019-01-18 02:43:02 PM,40.75455731,,-73.96592976,,E 51 St & 1 Ave,,E 51 St & 1 Ave,In Service,False,35,3808.0
194,,39,16,,455,,2019-01-18 02:44:35 PM,40.75001986,,-73.96905301,,1 Ave & E 44 St,,1 Ave & E 44 St,In Service,False,59,3808.0
195,,17,17,,456,,2019-01-18 02:45:59 PM,40.75971079999999,,-73.97402311,,E 53 St & Madison Ave,,E 53 St & Madison Ave,In Service,False,35,3807.0
196,,22,6,,458,,2019-01-18 02:44:55 PM,40.751396,,-74.00522600000001,,11 Ave & W 27 St,,11 Ave & W 27 St,In Service,False,31,3807.0
197,,28,21,,459,,2019-01-18 02:45:30 PM,40.746745000000004,,-74.007756,,W 20 St & 11 Ave,,W 20 St & 11 Ave,In Service,False,49,3807.0
198,,14,11,,460,,2019-01-18 02:45:02 PM,40.71285887,,-73.96590294,,S 4 St & Wythe Ave,,S 4 St & Wythe Ave,In Service,False,25,4001.0
199,,0,52,,461,,2019-01-18 02:44:48 PM,40.73587678,,-73.98205027,,E 20 St & 2 Ave,,E 20 St & 2 Ave,In Service,False,56,3808.0
200,,2,21,,462,,2019-01-18 02:44:15 PM,40.74691959,,-74.00451887,,W 22 St & 10 Ave,,W 22 St & 10 Ave,In Service,False,25,3807.0
201,,7,31,,465,,2019-01-18 02:43:53 PM,40.75513557,,-73.98658032,,Broadway & W 41 St,,Broadway & W 41 St,In Service,False,40,3807.0
202,,24,9,,466,,2019-01-18 02:43:38 PM,40.74395411,,-73.99144871,,W 25 St & 6 Ave,,W 25 St & 6 Ave,In Service,False,35,3807.0
203,,28,5,,467,,2019-01-18 02:45:20 PM,40.68312489,,-73.97895137,,Dean St & 4 Ave,,Dean St & 4 Ave,In Service,False,34,4005.0
204,,17,30,,468,,2019-01-18 02:46:17 PM,40.7652654,,-73.98192338,,Broadway & W 56 St,,Broadway & W 56 St,In Service,False,50,3807.0
205,,16,41,,469,,2019-01-18 02:42:28 PM,40.76344058,,-73.98268129,,Broadway & W 53 St,,Broadway & W 53 St,In Service,False,57,3807.0
206,,30,8,,470,,2019-01-18 02:43:54 PM,40.74345335,,-74.00004031,,W 20 St & 8 Ave,,W 20 St & 8 Ave,In Service,False,38,3807.0
207,,10,19,,471,,2019-01-18 02:45:39 PM,40.71286844,,-73.95698119,,Grand St & Havemeyer St,,Grand St & Havemeyer St,In Service,False,31,4001.0
208,,19,36,,472,,2019-01-18 02:43:08 PM,40.745712100000006,,-73.98194829,,E 32 St & Park Ave,,E 32 St & Park Ave,In Service,False,55,3808.0
209,,17,21,,473,,2019-01-18 02:45:27 PM,40.72110063,,-73.99192540000001,,Rivington St & Chrystie St,,Rivington St & Chrystie St,In Service,False,38,3809.0
210,,41,15,,474,,2019-01-18 02:46:10 PM,40.7451677,,-73.98683077,,5 Ave & E 29 St,,5 Ave & E 29 St,In Service,False,57,3807.0
211,,13,32,,476,,2019-01-18 02:46:18 PM,40.74394314,,-73.97966069,,E 31 St & 3 Ave,,E 31 St & 3 Ave,In Service,False,47,3808.0
212,,35,23,,477,,2019-01-18 02:43:22 PM,40.75640548,,-73.9900262,,W 41 St & 8 Ave,,W 41 St & 8 Ave,In Service,False,59,3807.0
213,,7,24,,478,,2019-01-18 02:45:40 PM,40.76030096,,-73.99884222,,11 Ave & W 41 St,,11 Ave & W 41 St,In Service,False,31,3807.0
214,,2,25,,479,,2019-01-18 02:42:26 PM,40.76019252,,-73.9912551,,9 Ave & W 45 St,,9 Ave & W 45 St,In Service,False,31,3807.0
215,,1,26,,480,,2019-01-18 02:44:36 PM,40.76669671,,-73.99061728,,W 53 St & 10 Ave,,W 53 St & 10 Ave,In Service,False,27,3807.0
216,,8,15,,481,,2019-01-18 02:44:20 PM,40.71260486,,-73.96264403,,S 3 St & Bedford Ave,,S 3 St & Bedford Ave,In Service,False,25,4001.0
217,,37,1,,482,,2019-01-18 02:46:07 PM,40.73935542,,-73.99931783,,W 15 St & 7 Ave,,W 15 St & 7 Ave,In Service,False,39,3807.0
218,,0,0,,483,,2019-01-07 08:12:14 AM,40.73223272,,-73.98889957,,E 12 St & 3 Ave,,E 12 St & 3 Ave,Not In Service,False,0,3809.0
219,,9,35,,484,,2019-01-18 02:44:54 PM,40.75500254,,-73.98014437,,W 44 St & 5 Ave,,W 44 St & 5 Ave,In Service,False,46,3807.0
220,,17,22,,485,,2019-01-18 02:46:11 PM,40.75038009,,-73.98338988,,W 37 St & 5 Ave,,W 37 St & 5 Ave,In Service,False,40,3807.0
221,,19,21,,486,,2019-01-18 02:46:07 PM,40.7462009,,-73.98855723,,Broadway & W 29 St,,Broadway & W 29 St,In Service,False,41,3807.0
222,,14,17,,487,,2019-01-18 02:42:54 PM,40.73314259,,-73.97573881,,E 20 St & FDR Drive,,E 20 St & FDR Drive,In Service,False,34,3808.0
223,,36,29,,490,,2019-01-18 02:44:22 PM,40.751551,,-73.993934,,8 Ave & W 33 St,,8 Ave & W 33 St,In Service,False,66,3807.0
224,,37,12,,491,,2019-01-18 02:46:18 PM,40.74096374,,-73.98602213,,E 24 St & Park Ave S,,E 24 St & Park Ave S,In Service,False,51,3807.0
225,,25,40,,492,,2019-01-18 02:45:51 PM,40.75019995,,-73.99093085,,W 33 St & 7 Ave,,W 33 St & 7 Ave,In Service,False,68,3807.0
226,,7,26,,493,,2019-01-18 02:43:55 PM,40.7568001,,-73.98291153,,W 45 St & 6 Ave,,W 45 St & 6 Ave,In Service,False,34,3807.0
227,,6,29,,494,,2019-01-18 02:46:09 PM,40.74734825,,-73.99723551,,W 26 St & 8 Ave,,W 26 St & 8 Ave,In Service,False,35,3807.0
228,,13,12,,495,,2019-01-18 02:44:03 PM,40.76269882,,-73.99301222,,W 47 St & 10 Ave,,W 47 St & 10 Ave,In Service,False,25,3807.0
229,,25,17,,496,,2019-01-18 02:43:13 PM,40.73726186,,-73.99238967,,E 16 St & 5 Ave,,E 16 St & 5 Ave,In Service,False,47,3807.0
230,,50,11,,497,,2019-01-18 02:42:57 PM,40.73704984,,-73.99009296,,E 17 St & Broadway,,E 17 St & Broadway,In Service,False,66,3807.0
231,,19,11,,498,,2019-01-18 02:46:17 PM,40.74854862,,-73.98808416,,Broadway & W 32 St,,Broadway & W 32 St,In Service,False,30,3807.0
232,,3,32,,499,,2019-01-18 02:45:26 PM,40.76915505,,-73.98191841,,Broadway & W 60 St,,Broadway & W 60 St,In Service,False,36,3806.0
233,,22,30,,500,,2019-01-18 02:45:19 PM,40.76228826,,-73.98336183,,Broadway & W 51 St,,Broadway & W 51 St,In Service,False,52,3807.0
234,,2,39,,501,,2019-01-18 02:42:50 PM,40.744219,,-73.97121214,,FDR Drive & E 35 St,,FDR Drive & E 35 St,In Service,False,43,3808.0
235,,3,25,,502,,2019-01-18 02:45:16 PM,40.714215,,-73.981346,,Henry St & Grand St,,Henry St & Grand St,In Service,False,30,3809.0
236,,22,5,,503,,2019-01-18 02:45:17 PM,40.73827428,,-73.98751968,,E 20 St & Park Ave,,E 20 St & Park Ave,In Service,False,31,3808.0
237,,13,30,,504,,2019-01-18 02:43:37 PM,40.73221853,,-73.98165557,,1 Ave & E 16 St,,1 Ave & E 16 St,In Service,False,44,3808.0
238,,16,20,,505,,2019-01-18 02:45:03 PM,40.74901271,,-73.98848395,,6 Ave & W 33 St,,6 Ave & W 33 St,In Service,False,36,3807.0
239,,3,42,,507,,2019-01-18 02:43:09 PM,40.73912601,,-73.97973776,,E 25 St & 2 Ave,,E 25 St & 2 Ave,In Service,False,45,3808.0
240,,22,1,,508,,2019-01-18 02:44:10 PM,40.76341379,,-73.99667444,,W 46 St & 11 Ave,,W 46 St & 11 Ave,In Service,False,24,3807.0
241,,7,29,,509,,2019-01-18 02:44:48 PM,40.7454973,,-74.00197139,,9 Ave & W 22 St,,9 Ave & W 22 St,In Service,False,36,3807.0
242,,8,18,,513,,2019-01-18 02:43:29 PM,40.768254,,-73.988639,,W 56 St & 10 Ave,,W 56 St & 10 Ave,In Service,False,27,3807.0
243,,36,14,,514,,2019-01-18 02:44:55 PM,40.76087502,,-74.00277668,,12 Ave & W 40 St,,12 Ave & W 40 St,In Service,False,52,3807.0
244,,3,31,,515,,2019-01-18 02:42:47 PM,40.76009437,,-73.99461843,,W 43 St & 10 Ave,,W 43 St & 10 Ave,In Service,False,35,3807.0
245,,13,18,,516,,2019-01-18 02:43:48 PM,40.75206862,,-73.96784384,,E 47 St & 1 Ave,,E 47 St & 1 Ave,In Service,False,31,3808.0
246,,9,49,,517,,2019-01-18 02:44:17 PM,40.751581,,-73.97791,,Pershing Square South,,Pershing Square South,In Service,False,59,3808.0
247,,5,34,,518,,2019-01-18 02:44:15 PM,40.74780373,,-73.97344190000001,,E 39 St & 2 Ave,,E 39 St & 2 Ave,In Service,False,39,3808.0
248,,35,25,,519,,2019-01-18 02:45:58 PM,40.751872999999996,,-73.97770600000001,,Pershing Square North,,Pershing Square North,In Service,False,61,3808.0
249,,36,4,,520,,2019-01-18 02:44:00 PM,40.75992262,,-73.97648516,,W 52 St & 5 Ave,,W 52 St & 5 Ave,In Service,False,41,3807.0
250,,22,24,,522,,2019-01-18 02:46:04 PM,40.75714758,,-73.97207836,,E 51 St & Lexington Ave,,E 51 St & Lexington Ave,In Service,False,47,3808.0
251,,50,1,,523,,2019-01-18 02:45:07 PM,40.75466591,,-73.99138152,,W 38 St & 8 Ave,,W 38 St & 8 Ave,Not In Service,False,51,3807.0
252,,11,45,,524,,2019-01-18 02:45:13 PM,40.75527307,,-73.98316936,,W 43 St & 6 Ave,,W 43 St & 6 Ave,In Service,False,57,3807.0
253,,24,10,,525,,2019-01-18 02:44:02 PM,40.75594159,,-74.0021163,,W 34 St & 11 Ave,,W 34 St & 11 Ave,In Service,False,39,3807.0
254,,23,16,,526,,2019-01-18 02:45:26 PM,40.74765947,,-73.98490707,,E 33 St & 5 Ave,,E 33 St & 5 Ave,Not In Service,False,39,3807.0
255,,13,26,,528,,2019-01-18 02:44:40 PM,40.74290902,,-73.97706058,,2 Ave & E 31 St,,2 Ave & E 31 St,In Service,False,39,3808.0
256,,9,30,,529,,2019-01-18 02:45:20 PM,40.75756989999999,,-73.99098507,,W 42 St & 8 Ave,,W 42 St & 8 Ave,In Service,False,41,3807.0
257,,10,13,,530,,2019-01-18 02:45:19 PM,40.771496710544405,,-73.99046033620834,,11 Ave & W 59 St,,11 Ave & W 59 St,In Service,False,24,3806.0
258,,8,30,,531,,2019-01-18 02:44:26 PM,40.71893904,,-73.99266288,,Forsyth St & Broome St,,Forsyth St & Broome St,In Service,False,40,3809.0
259,,17,26,,532,,2019-01-18 02:45:40 PM,40.710451,,-73.960876,,S 5 Pl & S 5 St,,S 5 Pl & S 5 St,In Service,False,43,4001.0
260,,21,24,,533,,2019-01-18 02:46:01 PM,40.75299641,,-73.98721619,,Broadway & W 38 St,,Broadway & W 38 St,In Service,False,46,3807.0
261,,31,0,,534,,2019-01-18 02:44:14 PM,40.70255065,,-74.0127234,,Water - Whitehall Plaza,,Water - Whitehall Plaza,In Service,False,31,3810.0
262,,22,6,,536,,2019-01-18 02:45:30 PM,40.74144387,,-73.97536082,,1 Ave & E 30 St,,1 Ave & E 30 St,In Service,False,29,3808.0
263,,20,11,,539,,2019-01-18 02:43:58 PM,40.71534825,,-73.96024116,,Metropolitan Ave & Bedford Ave,,Metropolitan Ave & Bedford Ave,In Service,False,31,4001.0
264,,10,17,,540,,2019-01-18 02:44:49 PM,40.74311555376486,,-73.98215353488922,,Lexington Ave & E 29 St,,Lexington Ave & E 29 St,In Service,False,30,3808.0
265,,14,12,,545,,2019-01-18 02:45:20 PM,40.736502,,-73.97809472,,E 23 St & 1 Ave,,E 23 St & 1 Ave,In Service,False,27,3808.0
266,,35,8,,546,,2019-01-18 02:46:10 PM,40.74444921,,-73.98303529,,E 30 St & Park Ave S,,E 30 St & Park Ave S,In Service,False,45,3808.0
267,,23,5,,2000,,2019-01-18 02:45:33 PM,40.70255088,,-73.98940236,,Front St & Washington St,,Front St & Washington St,In Service,False,30,4004.0
268,,18,8,,2002,,2019-01-18 02:46:17 PM,40.716887,,-73.96319799999999,,Wythe Ave & Metropolitan Ave,,Wythe Ave & Metropolitan Ave,In Service,False,27,4001.0
269,,20,33,,2003,,2019-01-18 02:44:44 PM,40.73381219196632,,-73.9805442094803,,1 Ave & E 18 St,,1 Ave & E 18 St,In Service,False,55,3808.0
270,,10,2,,2005,,2019-01-18 02:42:25 PM,40.70531194,,-73.97100056,,Railroad Ave & Kay Ave,,Railroad Ave & Kay Ave,In Service,False,12,4004.0
271,,17,31,,2006,,2019-01-18 02:45:41 PM,40.76590936,,-73.97634151,,Central Park S & 6 Ave,,Central Park S & 6 Ave,In Service,False,49,3806.0
272,,11,11,,2008,,2019-01-18 02:43:37 PM,40.70569254,,-74.01677685,,Little West St & 1 Pl,,Little West St & 1 Pl,In Service,False,24,3810.0
273,,4,30,,2009,,2019-01-18 02:45:56 PM,40.71117444,,-73.99682619,,Catherine St & Monroe St,,Catherine St & Monroe St,In Service,False,35,3809.0
274,,25,14,,2010,,2019-01-18 02:43:38 PM,40.72165481,,-74.00234737,,Grand St & Greene St,,Grand St & Greene St,In Service,False,39,3810.0
275,,18,14,,2012,,2019-01-18 02:44:38 PM,40.739445,,-73.97680600000001,,E 27 St & 1 Ave,,E 27 St & 1 Ave,In Service,False,36,3808.0
276,,10,33,,2021,,2019-01-18 02:45:40 PM,40.75929124,,-73.98859651,,W 45 St & 8 Ave,,W 45 St & 8 Ave,In Service,False,43,3807.0
277,,5,27,,2022,,2019-01-18 02:43:29 PM,40.759107,,-73.959223,,E 60 St & York Ave,,E 60 St & York Ave,In Service,False,33,3805.0
278,,18,17,,2023,,2019-01-18 02:43:57 PM,40.75968085,,-73.97031366,,E 55 St & Lexington Ave,,E 55 St & Lexington Ave,In Service,False,36,3808.0
279,,17,7,,3002,,2019-01-18 02:45:00 PM,40.711512,,-74.01575600000001,,South End Ave & Liberty St,,South End Ave & Liberty St,In Service,False,25,3810.0
280,,21,32,,3016,,2019-01-18 02:46:18 PM,40.72036775298455,,-73.96165072917937,,Kent Ave & N 7 St,,Kent Ave & N 7 St,In Service,False,54,4001.0
281,,3,20,,3041,,2019-01-18 02:46:13 PM,40.67890679,,-73.94142771,,Kingston Ave & Herkimer St,,Kingston Ave & Herkimer St,In Service,False,24,4006.0
282,,6,13,,3042,,2019-01-18 02:42:53 PM,40.6794268,,-73.92989109999999,,Fulton St & Utica Ave,,Fulton St & Utica Ave,In Service,False,19,4006.0
283,,6,11,,3043,,2019-01-18 02:46:10 PM,40.6814598,,-73.934903,,Lewis Ave & Decatur St,,Lewis Ave & Decatur St,In Service,False,19,4003.0
284,,12,14,,3044,,2019-01-18 02:43:45 PM,40.6800105,,-73.938475,,Albany Ave & Fulton St,,Albany Ave & Fulton St,In Service,False,27,4003.0
285,,17,1,,3046,,2019-01-18 02:43:00 PM,40.682601,,-73.938037,,Marcus Garvey Blvd & Macon St,,Marcus Garvey Blvd & Macon St,In Service,False,19,4003.0
286,,6,15,,3047,,2019-01-18 02:44:02 PM,40.682368700000005,,-73.944118,,Halsey St & Tompkins Ave,,Halsey St & Tompkins Ave,In Service,False,21,4003.0
287,,7,12,,3048,,2019-01-18 02:45:25 PM,40.684020000000004,,-73.94977,,Putnam Ave & Nostrand Ave,,Putnam Ave & Nostrand Ave,In Service,False,19,4003.0
288,,7,8,,3049,,2019-01-18 02:42:29 PM,40.68488,,-73.96304,,Cambridge Pl & Gates Ave,,Cambridge Pl & Gates Ave,In Service,False,18,4004.0
289,,3,18,,3050,,2019-01-18 02:46:16 PM,40.6851532,,-73.94111,,Putnam Ave & Throop Ave,,Putnam Ave & Throop Ave,In Service,False,21,4003.0
290,,1,22,,3052,,2019-01-18 02:43:09 PM,40.686312,,-73.935775,,Lewis Ave & Madison St,,Lewis Ave & Madison St,In Service,False,23,4003.0
291,,0,23,,3053,,2019-01-18 02:44:30 PM,40.6900815,,-73.94791500000001,,Marcy Ave & Lafayette Ave,,Marcy Ave & Lafayette Ave,In Service,False,23,4003.0
292,,3,16,,3054,,2019-01-18 02:43:39 PM,40.6894932,,-73.942061,,Greene Ave & Throop Ave,,Greene Ave & Throop Ave,In Service,False,19,4003.0
293,,2,21,,3055,,2019-01-18 02:44:48 PM,40.68833370000001,,-73.950916,,Greene Ave & Nostrand Ave,,Greene Ave & Nostrand Ave,In Service,False,23,4003.0
294,,5,17,,3056,,2019-01-18 02:44:02 PM,40.69072549,,-73.95133465,,Kosciuszko St & Nostrand Ave,,Kosciuszko St & Nostrand Ave,In Service,False,23,4003.0
295,,4,14,,3057,,2019-01-18 02:45:48 PM,40.69128258,,-73.9452416,,Kosciuszko St & Tompkins Ave,,Kosciuszko St & Tompkins Ave,In Service,False,18,4003.0
296,,4,20,,3058,,2019-01-18 02:45:50 PM,40.69237074,,-73.93705428,,Lewis Ave & Kosciuszko St,,Lewis Ave & Kosciuszko St,In Service,False,24,4003.0
297,,4,15,,3059,,2019-01-18 02:42:56 PM,40.693398200000004,,-73.939877,,Pulaski St & Marcus Garvey Blvd,,Pulaski St & Marcus Garvey Blvd,In Service,False,19,4003.0
298,,7,12,,3060,,2019-01-18 02:45:25 PM,40.69425403,,-73.94626915,,Willoughby Ave & Tompkins Ave,,Willoughby Ave & Tompkins Ave,In Service,False,19,4003.0
299,,6,15,,3061,,2019-01-18 02:43:12 PM,40.69622937,,-73.94371094,,Throop Ave & Myrtle Ave,,Throop Ave & Myrtle Ave,In Service,False,21,4003.0
300,,6,17,,3062,,2019-01-18 02:44:57 PM,40.69539817,,-73.94954908,,Myrtle Ave & Marcy Ave,,Myrtle Ave & Marcy Ave,In Service,False,23,4003.0
301,,2,18,,3063,,2019-01-18 02:45:08 PM,40.69527008,,-73.95238108,,Nostrand Ave & Myrtle Ave,,Nostrand Ave & Myrtle Ave,In Service,False,20,4003.0
302,,3,20,,3064,,2019-01-18 02:44:52 PM,40.69681963,,-73.93756926,,Myrtle Ave & Lewis Ave,,Myrtle Ave & Lewis Ave,In Service,False,23,4003.0
303,,9,21,,3065,,2019-01-18 02:44:07 PM,40.70029511,,-73.95032283,,Union Ave & Wallabout St,,Union Ave & Wallabout St,In Service,False,31,4003.0
304,,10,9,,3066,,2019-01-18 02:43:36 PM,40.69957608,,-73.94708417,,Tompkins Ave & Hopkins St,,Tompkins Ave & Hopkins St,In Service,False,19,4003.0
305,,26,1,,3067,,2019-01-18 02:43:22 PM,40.7016657,,-73.9437303,,Broadway & Whipple St,,Broadway & Whipple St,In Service,False,27,4003.0
306,,16,23,,3068,,2019-01-18 02:44:46 PM,40.7031724,,-73.940636,,Humboldt St & Varet St,,Humboldt St & Varet St,In Service,False,42,4002.0
307,,17,12,,3069,,2019-01-18 02:46:17 PM,40.70411791,,-73.94818595,,Lorimer St & Broadway,,Lorimer St & Broadway,In Service,False,29,4001.0
308,,11,12,,3070,,2019-01-18 02:45:12 PM,40.70510918,,-73.94407279,,McKibbin St & Manhattan Ave,,McKibbin St & Manhattan Ave,In Service,False,23,4001.0
309,,16,2,,3071,,2019-01-18 02:43:44 PM,40.70538077,,-73.94976519,,Boerum St & Broadway,,Boerum St & Broadway,In Service,False,19,4001.0
310,,14,9,,3072,,2019-01-18 02:46:04 PM,40.70583339,,-73.94644578,,Leonard St & Boerum St,,Leonard St & Boerum St,In Service,False,24,4001.0
311,,13,28,,3074,,2019-01-18 02:42:22 PM,40.70767788,,-73.94016171,,Montrose Ave & Bushwick Ave,,Montrose Ave & Bushwick Ave,In Service,False,42,4002.0
312,,9,24,,3075,,2019-01-18 02:44:57 PM,40.70708701,,-73.95796783,,Division Ave & Marcy Ave,,Division Ave & Marcy Ave,In Service,False,33,4001.0
313,,18,18,,3076,,2019-01-18 02:43:07 PM,40.70870368,,-73.9448625,,Scholes St & Manhattan Ave,,Scholes St & Manhattan Ave,In Service,False,36,4001.0
314,,19,14,,3077,,2019-01-18 02:45:59 PM,40.70877084,,-73.95095259,,Stagg St & Union Ave,,Stagg St & Union Ave,In Service,False,33,4001.0
315,,3,24,,3078,,2019-01-18 02:45:09 PM,40.70924826276157,,-73.96063148975372,,Broadway & Roebling St,,Broadway & Roebling St,In Service,False,27,4001.0
316,,16,4,,3080,,2019-01-18 02:44:23 PM,40.709340000000005,,-73.95608,,S 4 St & Rodney St,,S 4 St & Rodney St,In Service,False,21,4001.0
317,,11,18,,3081,,2019-01-18 02:44:32 PM,40.711863,,-73.944024,,Graham Ave & Grand St,,Graham Ave & Grand St,In Service,False,29,4001.0
318,,11,14,,3082,,2019-01-18 02:45:20 PM,40.71167351,,-73.95141312,,Hope St & Union Ave,,Hope St & Union Ave,In Service,False,25,4001.0
319,,10,22,,3083,,2019-01-18 02:44:51 PM,40.71247661,,-73.94100005,,Bushwick Ave & Powers St,,Bushwick Ave & Powers St,In Service,False,32,4001.0
320,,9,16,,3085,,2019-01-18 02:43:06 PM,40.714690000000004,,-73.95739,,Roebling St & N 4 St,,Roebling St & N 4 St,In Service,False,25,4001.0
321,,17,11,,3086,,2019-01-18 02:44:07 PM,40.715143,,-73.944507,,Graham Ave & Conselyea St,,Graham Ave & Conselyea St,In Service,False,30,4001.0
322,,22,7,,3087,,2019-01-18 02:43:18 PM,40.71413311,,-73.95234386,,Metropolitan Ave & Meeker Ave,,Metropolitan Ave & Meeker Ave,In Service,False,30,4001.0
323,,13,6,,3088,,2019-01-18 02:42:33 PM,40.7160751,,-73.95202900000001,,Union Ave & Jackson St,,Union Ave & Jackson St,In Service,False,19,4001.0
324,,9,22,,3091,,2019-01-18 02:42:35 PM,40.71764,,-73.94882,,Frost St & Meeker St,,Frost St & Meeker St,In Service,False,31,4001.0
325,,11,14,,3092,,2019-01-18 02:42:48 PM,40.7190095,,-73.95852515,,Berry St & N 8 St,,Berry St & N 8 St,In Service,False,27,4001.0
326,,23,3,,3093,,2019-01-18 02:44:58 PM,40.71745169,,-73.95850939,,N 6 St & Bedford Ave,,N 6 St & Bedford Ave,In Service,False,28,4001.0
327,,9,9,,3094,,2019-01-18 02:43:46 PM,40.7169811,,-73.94485918,,Graham Ave & Withers St,,Graham Ave & Withers St,In Service,False,18,4001.0
328,,5,21,,3095,,2019-01-18 02:42:44 PM,40.71929301,,-73.94500379,,Graham Ave & Herbert St,,Graham Ave & Herbert St,In Service,False,26,4001.0
329,,33,6,,3096,,2019-01-18 02:43:24 PM,40.71924,,-73.95241999999999,,Union Ave & N 12 St,,Union Ave & N 12 St,In Service,False,39,4001.0
330,,10,40,,3100,,2019-01-18 02:43:44 PM,40.724812564400175,,-73.94752621650694,,Nassau Ave & Newell St,,Nassau Ave & Newell St,In Service,False,51,4001.0
331,,22,5,,3101,,2019-01-18 02:42:53 PM,40.72079821,,-73.95484712,,N 12 St & Bedford Ave,,N 12 St & Bedford Ave,In Service,False,27,4001.0
332,,0,26,,3102,,2019-01-18 02:43:46 PM,40.72179134,,-73.95041540000001,,Driggs Ave & Lorimer St,,Driggs Ave & Lorimer St,In Service,False,27,4001.0
